ZBTB48	chr1	6640061	6649340
KLHL21	chr1	6650784	6674667
PHF13	chr1	6673745	6684093
THAP3	chr1	6684926	6695646
DNAJC11	chr1	6694228	6761984
CAMTA1	chr1	6845384	7829766
VAMP3	chr1	7831329	7841492
PER3	chr1	7844380	7905237
UTS2	chr1	7903143	7913572
TNFRSF9	chr1	7979907	8000926
PARK7	chr1	8014351	8045565
ERRFI1	chr1	8064464	8086368
SLC45A1	chr1	8377886	8404227
RERE	chr1	8412457	8877702
ENO1	chr1	8921061	8939308
ENO1-AS1	chr1	8938894	8939953
CA6	chr1	9005926	9035151
SLC2A7	chr1	9063359	9086404
SLC2A5	chr1	9095166	9148537
GPR157	chr1	9160364	9189229
MIR34A	chr1	9211727	9211836
H6PD	chr1	9294834	9331396
SPSB1	chr1	9352939	9429591
SLC25A33	chr1	9599541	9645237
TMEM201	chr1	9648932	9674935
PIK3CD	chr1	9711790	9789172
C1orf200	chr1	9712668	9714644
CLSTN1	chr1	9789084	9884584
CTNNBIP1	chr1	9908334	9970394
LZIC	chr1	9982173	10003465
NMNAT1	chr1	10003486	10045559
RBP7	chr1	10057264	10076078
UBE4B	chr1	10092890	10241297
KIF1B	chr1	10270863	10441661
PGD	chr1	10458649	10480201
APITD1	chr1	10490159	10512210
APITD1-CORT	chr1	10490159	10512210
CORT	chr1	10509776	10511959
DFFA	chr1	10516579	10532583
PEX14	chr1	10532345	10690815
CASZ1	chr1	10696661	10856707
C1orf127	chr1	11006528	11042094
TARDBP	chr1	11072414	11085796
MASP2	chr1	11086580	11107290
SRM	chr1	11114641	11120081
EXOSC10	chr1	11126675	11159938
MTOR	chr1	11166592	11322564
MTOR-AS1	chr1	11203955	11209594
ANGPTL7	chr1	11249398	11256038
UBIAD1	chr1	11333263	11356106
PTCHD2	chr1	11539223	11597641
FBXO2	chr1	11708424	11715842
FBXO44	chr1	11714432	11723384
FBXO6	chr1	11724181	11734411
MAD2L2	chr1	11734537	11751707
DRAXIN	chr1	11751786	11785914
AGTRAP	chr1	11796141	11814859
MTHFR	chr1	11845780	11866977
CLCN6	chr1	11866207	11903201
NPPA-AS1	chr1	11901074	11908136
NPPA	chr1	11905766	11908402
NPPB	chr1	11917521	11918988
RNU5E-1	chr1	11968209	11968328
KIAA2013	chr1	11979648	11986485
PLOD1	chr1	11994262	12035595
MFN2	chr1	12040238	12073571
MIIP	chr1	12079523	12092102
TNFRSF8	chr1	12123434	12204264
TNFRSF1B	chr1	12227060	12269285
MIR4632	chr1	12251770	12251830
VPS13D	chr1	12290124	12572099
SNORA59A	chr1	12567300	12567451
DHRS3	chr1	12627939	12677737
AADACL4	chr1	12704566	12727097
AADACL3	chr1	12776118	12788726
C1orf158	chr1	12806163	12823847
PRAMEF12	chr1	12834984	12838049
PRAMEF1	chr1	12851546	12856777
PRAMEF11	chr1	12884468	12891264
HNRNPCL1	chr1	12907261	12908578
PRAMEF2	chr1	12916941	12921764
PRAMEF4	chr1	12939045	12946025
PRAMEF10	chr1	12952727	12958101
PRAMEF7	chr1	12976450	12980569
PRAMEF6	chr1	12998181	13117751
PRAMEF22	chr1	13035543	13038381
PRAMEF3	chr1	13328196	13331692
PRAMEF5	chr1	13359819	13369057
PRAMEF8	chr1	13386646	13390765
PRAMEF9	chr1	13421176	13428191
PRAMEF13	chr1	13447414	13452656
PRAMEF18	chr1	13474689	13477522
PRAMEF16	chr1	13495254	13498260
PRAMEF21	chr1	13516066	13526943
PRAMEF15	chr1	13641973	13648988
PRAMEF14	chr1	13668269	13673511
PRAMEF19	chr1	13694889	13698405
PRAMEF17	chr1	13716092	13719089
PRAMEF20	chr1	13736907	13747803
LRRC38	chr1	13801445	13840543
PDPN	chr1	13909960	13944452
SCARNA11	chr1	14022565	14022694
PRDM2	chr1	14026693	14151574
KAZN	chr1	14925200	15444539
TBCAP2	chr1	15018625	15019109
TMEM51-AS1	chr1	15442448	15478960
TMEM51	chr1	15479028	15546976
FHAD1	chr1	15573768	15726779
EFHD2	chr1	15736391	15756839
CTRC	chr1	15764935	15775737
CELA2A	chr1	15783223	15798586
CELA2B	chr1	15792404	15817895
CASP9	chr1	15817327	15853029
DNAJC16	chr1	15853308	15918874
SCARNA21	chr1	15868660	15868799
AGMAT	chr1	15898848	15911605
DDI2	chr1	15943995	15995539
RSC1A1	chr1	15986364	15988217
PLEKHM2	chr1	16010827	16061264
SLC25A34	chr1	16062900	16067891
TMEM82	chr1	16068917	16074477
FBLIM1	chr1	16083102	16113089
SPEN	chr1	16174359	16266955
ZBTB17	chr1	16268364	16302627
C1orf64	chr1	16330731	16335302
HSPB7	chr1	16340523	16346089
CLCNKA	chr1	16345370	16360545
CLCNKB	chr1	16370272	16383803
FAM131C	chr1	16384264	16400127
EPHA2	chr1	16450832	16482582
ARHGEF19	chr1	16524349	16539104
RSG1	chr1	16558195	16563657
FBXO42	chr1	16573334	16678949
SZRD1	chr1	16679070	16724640
SPATA21	chr1	16713612	16763919
NECAP2	chr1	16767167	16786573
CROCCP3	chr1	16793931	16825752
NBPF1	chr1	16888814	16940057
CROCCP2	chr1	16944751	16971178
MST1P2	chr1	16972069	16976914
ESPNP	chr1	17013834	17046652
CROCC	chr1	17066768	17299474
MST1L	chr1	17081405	17096732
MIR3675	chr1	17185444	17185516
MFAP2	chr1	17300997	17307330
ATP13A2	chr1	17312453	17338423
SDHB	chr1	17345217	17380665
PADI2	chr1	17393256	17445948
PADI1	chr1	17531621	17572500
PADI3	chr1	17575593	17610728
PADI4	chr1	17634690	17690499
PADI6	chr1	17698691	17728195
RCC2	chr1	17733256	17766220
ARHGEF10L	chr1	17866330	18024369
ACTL8	chr1	18081808	18153558
IGSF21	chr1	18434240	18704977
KLHDC7A	chr1	18807424	18812478
PAX7	chr1	18957500	19075360
TAS1R2	chr1	19166093	19186176
ALDH4A1	chr1	19197926	19229275
MIR4695	chr1	19209696	19209769
IFFO2	chr1	19230775	19283180
UBR4	chr1	19401000	19536770
EMC1	chr1	19542158	19578046
MRTO4	chr1	19578033	19586622
AKR7L	chr1	19592476	19600688
AKR7A3	chr1	19609052	19615744
AKR7A2	chr1	19630459	19638640
PQLC2	chr1	19638820	19655794
CAPZB	chr1	19665267	19812066
MINOS1-NBL1	chr1	19923473	19984549
MINOS1	chr1	19923477	19956314
NBL1	chr1	19967048	19984945
HTR6	chr1	19991780	20006055
TMCO4	chr1	20008706	20126438
RNF186	chr1	20140523	20141771
OTUD3	chr1	20209006	20239438
PLA2G2E	chr1	20246502	20250110
PLA2G2A	chr1	20301925	20306932
PLA2G5	chr1	20354672	20417683
PLA2G2D	chr1	20438432	20446050
PLA2G2F	chr1	20465819	20476879
PLA2G2C	chr1	20487746	20503917
UBXN10	chr1	20512578	20522541
VWA5B1	chr1	20617412	20681387
CAMK2N1	chr1	20808884	20812713
MUL1	chr1	20825943	20834654
FAM43B	chr1	20878932	20881512
CDA	chr1	20915441	20945401
PINK1	chr1	20959948	20978004
DDOST	chr1	20978270	20988000
KIF17	chr1	20990507	21044510
SH2D5	chr1	21046225	21059330
HP1BP3	chr1	21069154	21113816
EIF4G3	chr1	21132963	21503377
MIR1256	chr1	21314807	21314925
ECE1	chr1	21543740	21671997
NBPF3	chr1	21766621	21811498
ALPL	chr1	21835858	21904905
RAP1GAP	chr1	21922708	21995801
USP48	chr1	22004791	22110099
LDLRAD2	chr1	22138758	22151714
HSPG2	chr1	22148738	22263790
CELA3B	chr1	22303514	22325135
CELA3A	chr1	22328149	22339032
LINC00339	chr1	22351681	22357716
CDC42	chr1	22379120	22419437
WNT4	chr1	22443798	22470462
ZBTB40	chr1	22778344	22857650
EPHA8	chr1	22890057	22930087
C1QA	chr1	22962999	22966101
C1QC	chr1	22970123	22974603
C1QB	chr1	22979255	22988031
EPHB2	chr1	23037332	23241818
MIR4684	chr1	23046010	23046091
MIR4253	chr1	23189652	23189719
KDM1A	chr1	23345941	23410182
MIR3115	chr1	23370798	23370865
LUZP1	chr1	23410516	23504301
HTR1D	chr1	23516993	23521222
HNRNPR	chr1	23630264	23670829
ZNF436	chr1	23685941	23695935
C1orf213	chr1	23695490	23698332
TCEA3	chr1	23707554	23751233
ASAP3	chr1	23755056	23811061
E2F2	chr1	23832922	23857712
ID3	chr1	23884409	23886285
MDS2	chr1	23907985	23967058
RPL11	chr1	24018269	24022915
TCEB3	chr1	24069645	24088549
PITHD1	chr1	24104895	24114722
LYPLA2	chr1	24117460	24122029
GALE	chr1	24122089	24127271
HMGCL	chr1	24128375	24165110
FUCA1	chr1	24171567	24194784
CNR2	chr1	24197016	24285549
MIR378F	chr1	24255560	24255637
PNRC2	chr1	24285599	24289952
SRSF10	chr1	24291294	24307417
MYOM3	chr1	24382525	24438665
IL22RA1	chr1	24446261	24469611
IFNLR1	chr1	24480647	24514449
GRHL3	chr1	24645812	24690972
STPG1	chr1	24683489	24743424
NIPAL3	chr1	24742284	24799466
RCAN3	chr1	24829387	24867530
NCMAP	chr1	24882602	24935819
SRRM1	chr1	24958207	24999758
CLIC4	chr1	25071848	25170815
RUNX3	chr1	25226002	25291612
SYF2	chr1	25549170	25558993
C1orf63	chr1	25568728	25664704
RHD	chr1	25598884	25656936
TMEM50A	chr1	25664408	25688852
RHCE	chr1	25688740	25756683
TMEM57	chr1	25757388	25826700
LDLRAP1	chr1	25870071	25895377
MAN1C1	chr1	25943959	26112698
SEPN1	chr1	26126667	26144713
MTFR1L	chr1	26145131	26159432
AUNIP	chr1	26158414	26185903
PAQR7	chr1	26187701	26197744
STMN1	chr1	26210672	26233482
MIR3917	chr1	26232853	26232945
PAFAH2	chr1	26286258	26324648
SCARNA17	chr1	26332497	26332621
SCARNA18	chr1	26332707	26332790
EXTL1	chr1	26346375	26362955
SLC30A2	chr1	26363743	26372624
TRIM63	chr1	26377795	26394927
PDIK1L	chr1	26437664	26452034
FAM110D	chr1	26485511	26489119
ZNF593	chr1	26496362	26498551
CNKSR1	chr1	26503894	26516377
CATSPER4	chr1	26517052	26529459
CEP85	chr1	26560691	26605299
SH3BGRL3	chr1	26605667	26608007
UBXN11	chr1	26607819	26644854
CD52	chr1	26644448	26647014
AIM1L	chr1	26648350	26680621
ZNF683	chr1	26688125	26701013
LIN28A	chr1	26737269	26756213
DHDDS	chr1	26758773	26797785
HMGN2	chr1	26798941	26802463
RPS6KA1	chr1	26856252	26901521
MIR1976	chr1	26881033	26881084
ARID1A	chr1	27022524	27108595
PIGV	chr1	27113963	27124889
ZDHHC18	chr1	27153201	27184093
SFN	chr1	27189633	27190947
GPN2	chr1	27202624	27216788
GPATCH3	chr1	27216979	27226957
NUDC	chr1	27226729	27273353
NR0B2	chr1	27237980	27240457
C1orf172	chr1	27276053	27286897
TRNP1	chr1	27320198	27327389
FAM46B	chr1	27331511	27339327
SLC9A1	chr1	27425306	27493472
WDTC1	chr1	27561007	27635110
TMEM222	chr1	27648651	27662891
SYTL1	chr1	27668513	27680421
MAP3K6	chr1	27681675	27693383
FCN3	chr1	27695603	27701315
CD164L2	chr1	27705666	27709870
GPR3	chr1	27719148	27722318
WASF2	chr1	27730730	27816669
AHDC1	chr1	27860546	27930942
FGR	chr1	27938575	27961788
IFI6	chr1	27992572	27998729
FAM76A	chr1	28052490	28089633
STX12	chr1	28099694	28150963
PPP1R8	chr1	28157289	28178187
SCARNA1	chr1	28160912	28161077
THEMIS2	chr1	28199055	28213196
RPA2	chr1	28218035	28241257
SMPDL3B	chr1	28261504	28285668
XKR8	chr1	28285973	28294607
EYA3	chr1	28296855	28415207
PTAFR	chr1	28473677	28520447
DNAJC8	chr1	28525967	28559536
ATPIF1	chr1	28562620	28573417
SESN2	chr1	28586038	28609002
MED18	chr1	28655513	28662476
PHACTR4	chr1	28696114	28826881
RCC1	chr1	28832455	28865812
SNHG3	chr1	28832492	28837404
TRNAU1AP	chr1	28879597	28905051
SNHG12	chr1	28905050	28909495
SNORD99	chr1	28905261	28905334
TAF12	chr1	28915835	28969597
RAB42	chr1	28918712	28921955
RNU11	chr1	28975112	28975245
GMEB1	chr1	28995244	29045865
YTHDF2	chr1	29063133	29096287
OPRD1	chr1	29138654	29190208
EPB41	chr1	29213603	29446553
TMEM200B	chr1	29445940	29450447
SRSF4	chr1	29474255	29508499
MECR	chr1	29519385	29557454
PTPRU	chr1	29563028	29653325
MATN1	chr1	31184124	31196434
MATN1-AS1	chr1	31191351	31199674
LAPTM5	chr1	31205316	31230667
MIR4420	chr1	31212003	31212079
SDC3	chr1	31342314	31381608
PUM1	chr1	31404353	31538838
SNORD103A	chr1	31408535	31408620
SNORD103B	chr1	31421964	31422049
SNORD85	chr1	31441011	31441083
NKAIN1	chr1	31652592	31712401
SNRNP40	chr1	31732417	31769662
ZCCHC17	chr1	31769842	31837783
FABP3	chr1	31838472	31849697
SERINC2	chr1	31882412	31907525
TINAGL1	chr1	32042116	32053288
HCRTR1	chr1	32083287	32098119
PEF1	chr1	32095463	32110497
COL16A1	chr1	32117848	32169920
BAI2	chr1	32192718	32230494
MIR4254	chr1	32224261	32224336
SPOCD1	chr1	32256023	32281652
PTP4A2	chr1	32372022	32410457
KHDRBS1	chr1	32479430	32526451
TMEM39B	chr1	32537632	32568467
KPNA6	chr1	32573639	32642169
TXLNA	chr1	32645287	32663886
CCDC28B	chr1	32665987	32670988
IQCC	chr1	32671236	32674288
DCDC2B	chr1	32674695	32681797
TMEM234	chr1	32680073	32687972
EIF3I	chr1	32687529	32697205
MTMR9LP	chr1	32697259	32707221
FAM167B	chr1	32712834	32714457
LCK	chr1	32716840	32751766
HDAC1	chr1	32757687	32799236
MARCKSL1	chr1	32799433	32801980
TSSK3	chr1	32817122	32829913
FAM229A	chr1	32826871	32829879
BSDC1	chr1	32830704	32860332
ZBTB8B	chr1	32930670	32962287
ZBTB8A	chr1	33005028	33071540
ZBTB8OS	chr1	33065773	33116504
RBBP4	chr1	33116743	33151812
SYNC	chr1	33145507	33169197
KIAA1522	chr1	33207486	33240571
YARS	chr1	33240840	33283754
S100PBP	chr1	33282368	33324476
FNDC5	chr1	33327869	33338083
HPCA	chr1	33351595	33364042
TMEM54	chr1	33360195	33367039
RNF19B	chr1	33402046	33430286
AK2	chr1	33473585	33546597
ADC	chr1	33546705	33586131
TRIM62	chr1	33611003	33647660
ZNF362	chr1	33722146	33766320
PHC2	chr1	33789224	33896653
MIR3605	chr1	33797994	33798093
ZSCAN20	chr1	33938246	33962107
CSMD2	chr1	33979609	34631443
HMGB4	chr1	34326076	34330392
C1orf94	chr1	34632484	34684732
SMIM12	chr1	35178338	35325417
GJB5	chr1	35220648	35224113
GJB4	chr1	35225342	35229325
GJB3	chr1	35246790	35251970
GJA4	chr1	35258599	35261348
DLGAP3	chr1	35331037	35395186
ZMYM6	chr1	35447134	35497342
ZMYM6NB	chr1	35447136	35450954
ZMYM1	chr1	35525387	35581460
SFPQ	chr1	35641979	35658749
ZMYM4	chr1	35734568	35887659
SNORA62	chr1	35775875	35776026
KIAA0319L	chr1	35899091	36023551
NCDN	chr1	36023074	36032875
TFAP2E	chr1	36038971	36060929
PSMB2	chr1	36067185	36107445
C1orf216	chr1	36179476	36185073
CLSPN	chr1	36185819	36235568
AGO4	chr1	36273773	36323491
AGO1	chr1	36335409	36395211
AGO3	chr1	36396319	36538101
TEKT2	chr1	36549676	36553876
ADPRHL2	chr1	36554476	36559533
COL8A2	chr1	36560837	36590821
TRAPPC3	chr1	36602173	36615098
MAP7D1	chr1	36621180	36646450
THRAP3	chr1	36690017	36770958
SH3D21	chr1	36771988	36790484
EVA1B	chr1	36787632	36789755
STK40	chr1	36805225	36851497
LSM10	chr1	36856839	36863493
OSCP1	chr1	36881428	36916086
MRPS15	chr1	36921319	36930038
CSF3R	chr1	36931644	36948879
GRIK3	chr1	37261128	37499730
MIR4255	chr1	37627164	37627235
ZC3H12A	chr1	37940153	37949980
MEAF6	chr1	37958176	37980375
MIR5581	chr1	37966536	37966595
SNIP1	chr1	38000050	38019903
DNALI1	chr1	38022520	38032458
GNL2	chr1	38032417	38061536
RSPO1	chr1	38076951	38100595
C1orf109	chr1	38147242	38157914
CDCA8	chr1	38158090	38175391
EPHA10	chr1	38179552	38230805
MANEAL	chr1	38259474	38266809
YRDC	chr1	38268616	38273857
C1orf122	chr1	38272651	38275126
MTF1	chr1	38275239	38325292
INPP5B	chr1	38326369	38412729
SNORA63	chr1	38349909	38349989
SF3A3	chr1	38422647	38456593
FHL3	chr1	38462442	38471278
UTP11L	chr1	38474930	38490496
POU3F1	chr1	38509523	38512450
MIR3659	chr1	38554903	38555001
RRAGC	chr1	39303870	39325495
MYCBP	chr1	39328636	39347289
GJA9	chr1	39330175	39347289
RHBDL2	chr1	39351479	39407471
AKIRIN1	chr1	39456895	39471731
NDUFS5	chr1	39491990	39500308
MACF1	chr1	39546988	39952849
KIAA0754	chr1	39876151	39882154
BMP8A	chr1	39957318	39991607
PPIEL	chr1	39997510	40024379
PABPC4	chr1	40026488	40042462
SNORA55	chr1	40033046	40033180
HEYL	chr1	40089825	40105617
NT5C1A	chr1	40124793	40137710
HPCAL4	chr1	40144320	40157361
PPIE	chr1	40157854	40229586
BMP8B	chr1	40222854	40254533
OXCT2	chr1	40235195	40237020
TRIT1	chr1	40306723	40349183
MFSD2A	chr1	40420802	40435638
CAP1	chr1	40505905	40538321
PPT1	chr1	40538379	40563375
RLF	chr1	40627045	40706593
TMCO2	chr1	40711619	40717363
ZMPSTE24	chr1	40723779	40759856
COL9A2	chr1	40766159	40783488
SMAP2	chr1	40810522	40888998
ZFP69B	chr1	40915774	40929390
ZFP69	chr1	40942887	40962015
EXO5	chr1	40974413	40982228
ZNF684	chr1	40997233	41013841
RIMS3	chr1	41086351	41131329
NFYC	chr1	41157320	41237275
MIR30E	chr1	41220027	41220118
MIR30C1	chr1	41222956	41223044
KCNQ4	chr1	41249684	41306124
CITED4	chr1	41326729	41328018
CTPS1	chr1	41445007	41478235
SLFNL1	chr1	41481269	41488909
SCMH1	chr1	41492872	41707826
EDN2	chr1	41944446	41950344
HIVEP3	chr1	41972036	42501596
GUCA2B	chr1	42619092	42621495
GUCA2A	chr1	42628362	42630389
FOXJ3	chr1	42642210	42801548
RIMKLA	chr1	42846466	42888249
ZMYND12	chr1	42896000	42921938
PPCS	chr1	42921788	42939056
CCDC30	chr1	42929001	43120335
PPIH	chr1	43124096	43142429
YBX1	chr1	43148098	43168020
CLDN19	chr1	43198764	43205925
LEPRE1	chr1	43212006	43232755
C1orf50	chr1	43232940	43263968
CCDC23	chr1	43272723	43282954
ERMAP	chr1	43282795	43310660
ZNF691	chr1	43312280	43318148
SLC2A1	chr1	43391052	43424530
SLC2A1-AS1	chr1	43424720	43449029
FAM183A	chr1	43610824	43622067
EBNA1BP2	chr1	43629846	43736607
WDR65	chr1	43637820	43720029
TMEM125	chr1	43735665	43739673
C1orf210	chr1	43747554	43751288
TIE1	chr1	43766664	43788779
MPL	chr1	43803478	43818443
CDC20	chr1	43824626	43828874
ELOVL1	chr1	43829068	43833696
MED8	chr1	43849588	43855479
SZT2	chr1	43855553	43918321
HYI	chr1	43916824	43919660
PTPRF	chr1	43990858	44089343
KDM4A	chr1	44115829	44171186
KDM4A-AS1	chr1	44165436	44173809
ST3GAL3	chr1	44171495	44396831
ARTN	chr1	44398992	44402913
IPO13	chr1	44412611	44433694
DPH2	chr1	44435672	44439041
ATP6V0B	chr1	44440159	44443967
B4GALT2	chr1	44444615	44456840
CCDC24	chr1	44457031	44462200
SLC6A9	chr1	44457172	44497139
KLF17	chr1	44584522	44600812
DMAP1	chr1	44679127	44686353
ERI3	chr1	44686742	44820932
RNF220	chr1	44870866	45117396
MIR5584	chr1	45011165	45011224
TMEM53	chr1	45100910	45140227
C1orf228	chr1	45140364	45191263
RNU5F-1	chr1	45187458	45187574
RNU5D-1	chr1	45196727	45196842
KIF2C	chr1	45205490	45233439
RPS8	chr1	45240923	45244451
SNORD55	chr1	45241536	45241615
SNORD46	chr1	45242162	45242265
SNORD38A	chr1	45243515	45243584
SNORD38B	chr1	45244062	45244128
BEST4	chr1	45249257	45253377
PLK3	chr1	45265897	45271662
TCTEX1D4	chr1	45271585	45272957
BTBD19	chr1	45274154	45281257
PTCH2	chr1	45285516	45308735
EIF2B3	chr1	45316450	45452282
HECTD3	chr1	45468212	45477001
UROD	chr1	45477819	45481247
ZSWIM5	chr1	45482071	45771881
HPDL	chr1	45792545	45794347
MUTYH	chr1	45794835	45806142
TOE1	chr1	45805342	45809647
TESK2	chr1	45809555	45956872
CCDC163P	chr1	45959538	45965751
MMACHC	chr1	45965725	45976739
PRDX1	chr1	45976708	45988719
AKR1A1	chr1	46016215	46035721
NASP	chr1	46049518	46084566
CCDC17	chr1	46085716	46089729
GPBP1L1	chr1	46092976	46153785
RPS15AP10	chr1	46111488	46111869
TMEM69	chr1	46152886	46160115
IPP	chr1	46159996	46216322
MAST2	chr1	46252659	46501796
PIK3R3	chr1	46505812	46642160
TSPAN1	chr1	46640745	46651630
POMGNT1	chr1	46654354	46685977
LURAP1	chr1	46669006	46686933
RAD54L	chr1	46713360	46744145
LRRC41	chr1	46726868	46769280
UQCRH	chr1	46769303	46782448
NSUN4	chr1	46805849	46830824
FAAH	chr1	46859937	46879520
DMBX1	chr1	46972668	46979898
MKNK1-AS1	chr1	47004368	47035927
KNCN	chr1	47011316	47017199
MKNK1	chr1	47023090	47082515
MOB3C	chr1	47073387	47082563
ATPAF1	chr1	47098409	47139539
EFCAB14	chr1	47124366	47184824
TEX38	chr1	47134527	47139266
EFCAB14-AS1	chr1	47139708	47157770
CYP4B1	chr1	47223510	47285085
CYP4Z2P	chr1	47308767	47366109
CYP4A11	chr1	47394849	47407156
CYP4X1	chr1	47427036	47516423
CYP4Z1	chr1	47533160	47583991
CYP4A22	chr1	47603107	47615413
LINC00853	chr1	47644922	47646011
PDZK1IP1	chr1	47649265	47656716
TAL1	chr1	47681962	47697892
STIL	chr1	47715811	47779819
CMPK1	chr1	47799469	47844511
FOXE3	chr1	47881744	47883723
FOXD2-AS1	chr1	47897805	47900313
FOXD2	chr1	47901689	47906363
TRABD2B	chr1	48226200	48462567
SKINTL	chr1	48561764	48648100
SLC5A9	chr1	48688357	48714316
SPATA6	chr1	48761044	48937845
AGBL4	chr1	48998527	50489585
BEND5	chr1	49193195	49242641
ELAVL4	chr1	50513686	50669458
DMRTA2	chr1	50883222	50889172
FAF1	chr1	50905150	51425935
CDKN2C	chr1	51426417	51440305
C1orf185	chr1	51567906	51613752
RNF11	chr1	51701943	51739127
TTC39A	chr1	51752930	51810788
EPS15	chr1	51819935	51985000
OSBPL9	chr1	52042851	52254889
NRD1	chr1	52254863	52344477
MIR761	chr1	52302013	52302082
RAB3B	chr1	52373628	52456436
TXNDC12	chr1	52485803	52521843
KTI12	chr1	52497775	52499488
BTF3L4	chr1	52521797	52556388
ZFYVE9	chr1	52608046	52812358
CC2D1B	chr1	52811395	52831865
ORC1	chr1	52838501	52870131
PRPF38A	chr1	52870236	52886511
ZCCHC11	chr1	52873954	53019159
GPX7	chr1	53068044	53074723
FAM159A	chr1	53099016	53135355
SELRC1	chr1	53152508	53164038
ZYG11B	chr1	53192126	53293014
ZYG11A	chr1	53308183	53360670
ECHDC2	chr1	53361656	53392884
SCP2	chr1	53392901	53517375
MIR5095	chr1	53400602	53400689
PODN	chr1	53527854	53551174
SLC1A7	chr1	53552855	53608289
CPT2	chr1	53662101	53679869
C1orf123	chr1	53679771	53686289
MAGOH	chr1	53692564	53704282
LRP8	chr1	53711217	53793742
SLC25A3P1	chr1	53878821	53905693
DMRTB1	chr1	53925072	53933161
GLIS1	chr1	53971910	54199877
YIPF1	chr1	54317392	54356407
DIO1	chr1	54356912	54376759
HSPB11	chr1	54382247	54411602
LRRC42	chr1	54411750	54433841
LDLRAD1	chr1	54474412	54483856
TMEM59	chr1	54497347	54519177
TCEANC2	chr1	54519260	54578192
MIR4781	chr1	54519752	54519827
CDCP2	chr1	54598747	54619443
CYB5RL	chr1	54638009	54665709
